Home Team,Away Team,Result,Home Team Goals Scored,Away Team Goals Scored,Home Team Possession %,Away Team Possession %,Winning Team Possession Difference %,Home Team Off Target Shots,Away Team Off Target Shots,Home Team On Target Shots,Away Team On Target Shots,Home Team Total Shots,Away Team Total Shots,Home Away Teamlocked Shots,Away Team Blocked Shots,Home Team Corners,Away Team Corners,Home Team Throw Ins,Away Team Throw Ins,Home Team Pass Success %,Away Team Pass Success %,Home Team Clearances,Away Team Clearances,Home Team Fouls,Away Team Fouls,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Second Yellow Cards,Away Team Second Yellow Cards,Home Team Red Cards,Away Team Red Cards,Home Team Goals Conceeded,Away Team Goals Conceeded,year,Half Time Score,Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Aerials Won,Away Team Aerials Won
1,0,Away Team Win,1,3,66,34,-32,11,3,5,5,22,12,6,4,11,7,16,18,81,60,29,54,12,19,2,3,0,1,0,0,3,1,2014,0-1,1-3,7,5.5,6.8,21,26
0,1,Home Team Win,2,0,73,27,46,11,2,10,3,30,5,9,0,13,1,31,13,89,66,9,33,6,11,1,1,0,0,0,1,0,2,2014,0-0,2-0,5.4,7.2,4.9,10,8
1,0,Away Team Win,0,1,46,54,8,5,7,6,2,13,9,2,0,6,4,32,35,67,70,30,33,14,8,0,0,0,0,0,0,1,0,2014,0-0,0-1,3.4,5.5,7.2,29,18
0,1,Home Team Win,1,0,49,51,-2,3,7,5,3,14,14,6,4,9,5,24,30,72,70,43,35,6,16,1,5,0,0,0,0,0,1,2014,1-0,1-0,4,6.8,5.5,23,39
0,1,Home Team Win,1,0,58,42,16,7,1,2,0,17,1,8,0,5,2,34,20,81,71,23,21,9,10,2,2,0,0,0,0,0,1,2014,0-0,1-0,2.5,6.8,5.6,25,25
0,1,Home Team Win,1,0,36,64,-28,2,10,3,2,7,12,2,0,2,3,17,21,67,79,28,11,10,17,2,1,0,0,0,0,0,1,2014,1-0,1-0,2.8,7,5.9,18,18
0,1,Home Team Win,2,1,48,52,-4,5,7,5,1,11,8,1,0,3,0,18,25,78,79,26,15,8,16,1,4,0,0,0,0,1,2,2014,44562,2-1,5.4,7.4,5.7,11,13
0,1,Home Team Win,2,0,47,53,-6,7,4,4,2,17,8,6,2,8,9,20,28,81,80,45,21,12,5,2,0,0,0,0,0,0,2,2014,1-0,2-0,4.7,7.8,5.8,17,15
1,0,Away Team Win,1,2,37,63,26,5,6,6,6,17,13,6,1,3,5,35,38,56,74,39,47,15,12,1,2,0,0,0,0,2,1,2014,0-1,1-2,6.2,5.2,6.9,21,24
1,0,Away Team Win,1,3,37,63,26,4,5,2,4,8,11,2,2,2,6,20,40,69,81,34,35,10,1,1,0,0,0,0,0,3,1,2014,1-0,1-3,5.6,6.3,7.6,20,29
0,1,Home Team Win,2,1,58,42,16,6,1,8,1,16,3,2,1,0,3,19,22,79,67,46,28,15,13,2,4,0,0,0,0,1,2,2014,1-0,2-1,5.7,7.1,5.1,33,29
0,1,Home Team Win,1,0,62,38,24,12,5,3,3,23,9,8,1,10,2,37,32,78,66,29,47,11,10,0,2,0,0,0,0,0,1,2014,0-0,1-0,3.9,6.8,5.7,27,26
2,2,Tie,1,1,41,59,,8,4,5,3,14,9,1,2,6,4,23,25,70,76,29,29,9,15,2,6,0,0,0,0,1,1,2014,1-0,1-1,4.7,6.2,6.4,14,18
1,0,Away Team Win,0,1,45,55,10,6,4,5,3,18,12,7,5,5,4,23,20,71,73,49,68,10,10,3,4,0,0,0,0,1,0,2014,0-1,0-1,3.8,6,6.5,17,28
0,1,Home Team Win,2,0,69,31,38,7,1,9,2,22,6,6,3,10,3,26,19,87,68,23,32,11,3,0,1,0,0,0,0,0,2,2014,1-0,2-0,5.5,8.2,5.4,28,20
1,0,Away Team Win,0,1,32,68,36,5,5,2,5,9,11,2,1,4,1,21,31,63,87,24,38,6,14,1,2,0,0,0,0,1,0,2014,0-0,0-1,3.6,6.2,7.4,25,20
1,0,Away Team Win,1,2,43,57,14,4,4,3,9,10,20,3,7,1,6,28,22,70,78,22,69,10,8,2,1,0,0,0,0,2,1,2014,0-0,1-2,6.1,5.6,7.5,20,44
0,1,Home Team Win,2,0,44,56,-12,3,1,3,5,11,10,5,4,5,6,22,39,76,80,35,31,11,14,2,2,0,0,0,0,0,2,2014,1-0,2-0,4.5,7.3,5.5,20,18
0,1,Home Team Win,3,2,61,39,22,4,2,7,5,20,10,9,3,6,4,19,18,88,81,21,42,14,7,1,0,0,0,0,0,2,3,2014,44562,3-2,8.6,7.1,6.3,17,16
0,1,Home Team Win,2,0,63,37,26,7,4,8,1,20,9,5,4,6,5,20,27,86,72,31,31,8,14,0,1,0,0,0,0,0,2,2014,1-0,2-0,4.5,7.6,5.4,17,17
0,1,Home Team Win,3,1,43,57,-14,7,5,4,4,15,11,4,2,6,3,33,33,68,74,46,35,17,16,1,3,0,0,0,0,1,3,2014,3-0,3-1,5.7,7.2,5.7,27,25
1,0,Away Team Win,0,4,40,60,20,7,4,2,8,12,14,3,2,2,5,19,28,73,83,11,17,10,9,1,1,0,0,0,0,4,0,2014,0-4,0-4,5.1,5,8,14,16
0,1,Home Team Win,3,0,68,32,36,5,4,9,1,19,7,5,2,7,5,19,27,83,69,16,52,10,9,1,1,0,0,0,0,0,3,2014,1-0,3-0,5.6,8.7,5.2,20,14
0,1,Home Team Win,1,0,43,57,-14,5,3,5,2,14,9,4,4,7,5,28,31,75,78,33,33,7,16,1,2,0,0,0,0,0,1,2014,1-0,1-0,3.3,7.1,5.8,18,20
2,2,Tie,0,0,51,49,,8,5,3,5,15,12,4,2,7,5,28,24,71,69,33,35,10,15,0,5,0,1,0,0,0,0,2014,0-0,0-0,2.8,6,6.7,30,34
0,1,Home Team Win,1,0,30,70,-40,5,9,4,5,10,22,1,8,2,6,22,25,66,83,58,28,6,9,2,1,0,0,0,0,0,1,2014,0-0,1-0,3.8,6.7,6.5,33,31
2,2,Tie,1,1,61,39,,8,3,7,5,22,12,7,4,9,2,23,18,80,75,21,47,10,11,3,3,0,0,0,0,1,1,2014,44562,1-1,5.7,6.4,7.1,29,17
0,1,Home Team Win,3,0,54,46,8,4,4,9,4,15,12,2,4,3,4,20,28,83,77,57,27,11,10,1,2,0,0,0,1,0,3,2014,1-0,3-0,6,8.2,4.4,26,13
0,1,Home Team Win,3,0,52,48,4,5,2,3,1,11,5,3,2,4,2,22,29,83,83,25,21,12,10,1,1,0,0,0,0,0,3,2014,3-0,3-0,4.5,8.2,5.3,12,12
1,0,Away Team Win,0,1,46,54,8,3,8,3,5,10,16,4,3,4,5,20,14,82,85,15,25,13,16,0,3,0,0,0,0,1,0,2014,0-0,0-1,3.9,6.4,7,11,6
0,1,Home Team Win,3,0,78,22,56,15,3,16,0,43,3,12,0,9,2,21,14,93,67,12,32,6,5,0,0,0,0,0,1,0,3,2014,2-0,3-0,6.8,9.4,4.4,11,7
1,0,Away Team Win,1,2,57,43,-14,8,6,4,3,17,12,5,3,8,4,24,19,74,68,21,35,15,14,3,4,0,0,0,0,2,1,2014,44593,1-2,5.6,5.8,6.5,32,23
0,1,Home Team Win,4,3,66,34,32,5,6,4,5,10,14,1,3,4,4,31,37,80,62,36,32,8,9,2,1,0,0,0,0,3,4,2014,44563,4-3,9.4,7.5,6.1,23,18
0,1,Home Team Win,2,0,60,40,20,9,8,3,3,20,15,8,4,10,5,22,14,81,75,16,33,10,8,0,0,0,0,0,0,0,2,2014,1-0,2-0,4.8,6.6,5.5,17,17
1,0,Away Team Win,0,1,43,57,14,5,1,3,6,12,9,4,2,4,9,21,21,72,82,15,21,13,9,0,0,0,0,0,0,1,0,2014,0-0,0-1,3.8,5.2,7.9,21,15
1,0,Away Team Win,1,2,51,49,-2,4,1,4,3,16,7,8,3,9,4,32,24,76,77,21,36,11,7,0,0,0,0,0,0,2,1,2014,0-2,1-2,5.2,6.4,7.9,10,25
0,1,Home Team Win,1,0,54,46,8,4,3,4,3,15,7,7,1,6,4,44,18,75,64,46,46,14,11,0,1,0,0,0,0,0,1,2014,0-0,1-0,3.3,5.9,6.1,29,19
1,0,Away Team Win,1,2,42,58,16,4,0,1,4,7,6,2,2,2,3,25,27,75,82,21,28,14,17,2,2,0,0,1,0,2,1,2014,0-1,1-2,5.5,5.5,7.2,20,21
1,0,Away Team Win,1,2,52,48,-4,8,2,1,3,14,8,5,3,1,3,32,31,69,67,40,71,11,12,2,1,0,0,0,0,2,1,2014,0-1,1-2,4.9,6.3,6.8,30,31
1,0,Away Team Win,2,3,43,57,14,9,2,8,3,19,8,2,3,6,6,19,30,71,79,25,36,14,11,0,2,0,0,0,0,3,2,2014,44594,2-3,7.6,6.1,6.1,30,27
0,1,Home Team Win,4,1,49,51,-2,4,9,10,2,16,13,2,2,6,5,15,27,84,83,19,22,7,9,1,1,0,1,0,0,1,4,2014,3-0,4-1,7.7,8.3,4.6,9,8
0,1,Home Team Win,2,1,50,50,0,9,7,7,7,20,14,4,0,7,6,18,24,67,73,36,56,12,10,0,3,0,0,0,0,1,2,2014,44562,2-1,7.3,6.6,5.8,32,39
0,1,Home Team Win,3,1,58,42,16,4,4,4,1,9,10,1,5,4,7,14,19,87,80,28,17,11,14,1,5,0,0,0,1,1,3,2014,2-0,3-1,5.9,7.5,5,17,12
0,1,Home Team Win,1,0,45,55,-10,5,7,1,2,10,11,4,2,4,10,27,30,75,80,46,25,12,17,0,1,0,0,0,0,0,1,2014,1-0,1-0,2.9,6.6,6.5,18,21
1,0,Away Team Win,1,4,55,45,-10,11,2,6,7,21,12,4,3,2,4,31,15,74,70,12,50,6,15,2,3,0,0,1,0,4,1,2014,0-3,1-4,6.7,5.1,7.6,28,17
0,1,Home Team Win,3,1,76,24,52,9,2,7,2,20,5,4,1,10,2,16,14,91,71,19,35,15,12,0,1,0,0,0,0,1,3,2014,1-0,3-1,6.6,7.4,5.1,15,12
0,1,Home Team Win,2,1,60,40,20,6,3,10,2,19,7,3,2,9,0,28,15,86,79,21,30,5,22,1,6,0,0,0,0,1,2,2014,44562,2-1,6.2,7.3,4.6,17,18
2,2,Tie,0,0,40,60,,6,8,4,2,15,12,5,2,5,3,36,30,65,78,31,32,9,5,2,0,0,0,0,0,0,0,2014,0-0,0-0,2.4,6.3,6.1,33,26
0,1,Home Team Win,1,0,53,47,6,5,5,4,1,16,10,7,4,8,4,37,22,71,71,22,34,14,18,5,2,0,0,0,0,0,1,2014,1-0,1-0,3.7,7.6,5,31,21
0,1,Home Team Win,2,1,26,74,-48,1,10,3,4,5,22,1,8,4,13,20,30,65,86,34,14,11,11,2,1,0,0,0,0,1,2,2014,1-0,2-1,5.9,6.8,6.5,27,14
2,2,Tie,1,1,51,49,,4,2,3,8,11,12,4,2,3,6,17,16,80,81,18,24,18,12,3,3,0,0,0,0,1,1,2014,0-1,1-1,4.9,6,6.6,24,15
1,0,Away Team Win,1,4,54,46,-8,5,3,3,5,12,14,4,6,8,4,26,25,75,70,18,22,15,17,2,2,0,0,0,0,4,1,2014,0-0,1-4,5.8,5.7,7.5,16,12
1,0,Away Team Win,0,1,57,43,-14,9,6,3,3,14,11,2,2,9,6,24,20,79,68,17,20,11,12,3,3,0,1,0,0,1,0,2014,0-1,0-1,4,5.6,6.9,16,21
1,0,Away Team Win,2,3,46,54,8,2,6,5,4,8,12,1,2,4,6,20,23,61,70,33,26,15,14,2,2,0,0,0,0,3,2,2014,44563,2-3,7.6,5.4,7.1,26,31
2,2,Tie,1,1,35,65,,5,10,3,2,11,18,3,6,4,10,15,20,65,78,59,23,17,13,3,1,0,0,0,0,1,1,2014,1-0,1-1,5.1,5.4,6.5,20,27
0,1,Home Team Win,2,0,54,46,8,3,6,4,4,9,15,2,5,2,5,13,19,81,76,27,24,7,11,2,0,0,0,0,0,0,2,2014,0-0,2-0,4.1,7.4,5.7,19,20
1,0,Away Team Win,0,1,32,68,36,1,6,4,5,8,17,3,6,1,6,25,29,65,83,46,36,15,7,2,0,0,0,0,0,1,0,2014,0-1,0-1,3.5,6,6.9,31,32
1,0,Away Team Win,0,1,40,60,20,5,6,4,1,15,9,6,2,5,6,30,27,56,70,45,50,12,6,2,1,0,0,0,0,1,0,2014,0-0,0-1,3.5,5.8,6.5,21,34
0,1,Home Team Win,4,2,59,41,18,1,3,7,3,11,10,3,4,1,5,25,28,81,71,34,25,9,16,0,3,0,0,0,0,2,4,2014,44563,4-2,7.9,8.5,5.8,14,17
0,1,Home Team Win,2,0,62,38,24,5,5,6,3,14,10,3,2,6,6,22,19,83,77,23,26,8,17,2,1,0,1,0,0,0,2,2014,1-0,2-0,4.5,7.1,5.5,13,13
2,2,Tie,3,3,64,36,,9,3,7,5,21,11,5,3,7,3,37,28,74,64,20,64,8,12,0,4,0,0,0,0,3,3,2014,44563,3-3,8.8,6.1,6.5,30,30
0,1,Home Team Win,2,0,41,59,-18,10,2,6,6,18,10,2,2,6,3,25,21,70,82,18,45,6,5,0,2,0,0,0,0,0,2,2014,1-0,2-0,5,7.5,6,19,11
1,0,Away Team Win,0,2,68,32,-36,10,3,4,4,19,8,5,1,7,6,29,21,81,60,29,49,17,17,3,3,0,0,0,0,2,0,2014,0-1,0-2,4.5,5.3,7.3,16,22
0,1,Home Team Win,2,1,48,52,-4,9,3,2,6,15,12,4,3,2,5,28,32,72,74,20,29,17,17,0,4,0,0,0,0,1,2,2014,0-1,2-1,5.7,7,5.7,19,20
0,1,Home Team Win,1,0,66,34,32,9,5,8,1,21,10,4,4,5,6,16,21,83,62,38,36,12,15,1,3,0,1,0,0,0,1,2014,1-0,1-0,4.6,7.1,4.6,20,29
0,1,Home Team Win,1,0,30,70,-40,2,8,2,2,7,15,3,5,3,7,9,23,71,91,31,24,13,11,3,1,0,0,0,0,0,1,2014,1-0,1-0,3.8,7.1,6.3,14,17
0,1,Home Team Win,2,0,67,33,34,7,3,3,3,18,9,8,3,6,3,18,11,91,78,20,27,10,6,2,2,0,0,0,0,0,2,2014,2-0,2-0,4.4,7.1,5.6,12,15
1,0,Away Team Win,1,3,39,61,22,3,3,5,8,11,14,3,3,4,3,21,27,67,82,14,20,11,13,2,4,0,0,0,0,3,1,2014,0-1,1-3,6.5,5.5,7.9,12,11
0,1,Home Team Win,1,0,31,69,-38,2,1,4,9,7,12,1,2,7,7,23,26,65,84,22,20,10,10,2,0,0,0,0,0,0,1,2014,1-0,1-0,4,7.5,6.6,14,15
2,2,Tie,0,0,75,25,,13,3,8,3,28,7,7,1,5,2,22,9,90,68,8,41,6,8,1,0,0,0,0,0,0,0,2014,0-0,0-0,4.2,6.5,7.5,14,15
2,2,Tie,2,2,36,64,,7,2,4,2,13,7,2,3,8,3,26,23,75,82,24,32,9,10,1,3,0,0,0,0,2,2,2014,44562,2-2,7,7.1,6.1,15,17
1,0,Away Team Win,2,3,48,52,4,6,3,4,6,12,11,2,2,9,6,25,17,77,80,24,40,14,9,1,2,0,0,0,0,3,2,2014,44562,2-3,8.1,6,7.6,16,24
2,2,Tie,0,0,54,46,,6,5,7,2,18,8,5,1,6,6,26,40,60,57,39,71,14,12,1,0,0,0,0,0,0,0,2014,0-0,0-0,3.3,6,5.5,34,27
2,2,Tie,1,1,60,40,,8,8,8,5,23,15,7,2,9,8,26,27,77,71,20,35,14,15,2,3,0,0,0,0,1,1,2014,44562,1-1,5.8,6.5,6.5,29,8
2,2,Tie,0,0,27,73,,6,9,4,4,10,22,0,9,2,4,13,20,54,85,38,21,12,11,1,0,0,0,0,0,0,0,2014,0-0,0-0,3,6.8,6.2,17,19
1,0,Away Team Win,0,1,60,40,-20,2,4,4,4,12,8,6,0,6,4,38,26,71,54,64,45,16,16,3,0,0,0,0,0,1,0,2014,0-0,0-1,3.4,5.2,6.3,54,37
1,0,Away Team Win,0,2,46,54,8,3,10,3,7,7,21,1,4,0,9,24,14,74,79,32,33,15,10,0,0,0,0,0,0,2,0,2014,0-0,0-2,5,4.7,8.1,30,26
0,1,Home Team Win,3,2,45,55,-10,2,6,4,4,11,13,5,3,7,6,22,21,79,83,21,12,13,11,1,2,0,0,0,0,2,3,2014,1-0,3-2,8.2,6.5,5.7,13,18
0,1,Home Team Win,3,0,35,65,-30,1,3,7,4,9,17,1,10,7,7,17,28,70,86,22,22,6,10,0,2,0,0,0,0,0,3,2014,2-0,3-0,5.6,8.2,5.2,7,9
2,2,Tie,0,0,57,43,,6,2,1,3,11,7,4,2,6,2,19,16,86,75,20,40,17,11,4,3,0,0,0,0,0,0,2014,0-0,0-0,2.2,6.3,6.8,26,24
0,1,Home Team Win,3,0,48,52,-4,8,7,7,3,19,12,4,2,10,7,21,28,70,75,29,36,10,13,1,4,0,2,0,0,0,3,2014,2-0,3-0,6,8.4,4.3,38,14
0,1,Home Team Win,2,1,44,56,-12,4,6,6,2,12,11,2,3,1,1,14,18,74,77,26,12,12,13,2,2,0,0,0,1,1,2,2014,44562,2-1,5.8,7.5,4,14,12
0,1,Home Team Win,2,0,47,53,-6,7,4,4,3,17,9,6,2,6,2,23,18,78,78,21,25,9,18,1,3,0,1,0,0,0,2,2014,0-0,2-0,4.9,7.3,5.6,18,26
0,1,Home Team Win,1,0,60,40,20,8,5,7,2,29,9,14,2,13,3,26,22,80,70,29,43,11,7,3,2,0,0,0,1,0,1,2014,1-0,1-0,4.4,7.1,5.1,18,19
0,1,Home Team Win,3,2,50,50,0,4,1,4,5,11,9,3,3,5,3,24,32,80,76,22,24,13,12,2,1,0,0,0,0,2,3,2014,2-0,3-2,7.9,6.4,5.7,19,6
0,1,Home Team Win,2,1,62,38,24,10,7,8,2,25,10,7,1,9,6,13,22,78,62,31,22,9,18,2,4,0,1,0,0,1,2,2014,1-0,2-1,6.7,6.6,4.4,16,22
1,0,Away Team Win,0,1,80,20,-60,5,2,9,3,26,6,12,1,9,3,23,16,90,54,12,39,10,11,1,0,0,0,0,0,1,0,2014,0-0,0-1,4.5,6.1,6.4,18,12
0,1,Home Team Win,1,0,62,38,24,8,4,7,1,17,8,2,3,3,6,21,20,84,69,38,27,12,13,2,2,0,0,0,0,0,1,2014,1-0,1-0,3.9,6.9,5.3,31,17
1,0,Away Team Win,0,1,55,45,-10,11,6,5,4,21,15,5,5,8,7,31,21,78,74,33,26,6,11,3,4,0,0,0,0,1,0,2014,0-1,0-1,4.3,6.6,6.7,15,13
1,0,Away Team Win,1,3,32,68,36,6,6,1,9,8,22,1,7,0,5,13,18,72,88,21,27,8,11,2,0,0,0,0,0,3,1,2014,0-3,1-3,5.8,4.8,8.4,22,18
1,0,Away Team Win,0,2,73,27,-46,9,4,4,3,22,10,9,3,15,1,15,16,86,63,18,41,10,9,2,3,0,0,0,0,2,0,2014,0-0,0-2,5.3,4.7,7.6,8,13
0,1,Home Team Win,1,0,58,42,16,7,4,5,1,14,6,2,1,2,6,31,25,81,75,32,43,6,13,1,1,0,0,0,0,0,1,2014,1-0,1-0,3,6.8,5.7,14,15
2,2,Tie,1,1,61,39,,7,3,5,3,15,8,3,2,7,2,30,22,81,73,15,42,11,17,2,3,0,0,0,0,1,1,2014,44562,1-1,4.9,6.4,7,13,26
0,1,Home Team Win,3,0,45,55,-10,4,3,8,3,16,9,4,3,6,8,21,29,78,80,41,36,14,12,0,1,0,1,0,0,0,3,2014,2-0,3-0,6.3,8.4,4.5,10,13
0,1,Home Team Win,2,0,31,69,-38,6,3,3,3,10,10,1,4,4,8,28,34,58,79,36,15,12,10,1,0,0,0,0,0,0,2,2014,2-0,2-0,3.6,7.1,5.7,21,23
1,0,Away Team Win,0,1,54,46,-8,7,5,3,2,21,8,11,1,9,3,24,20,75,71,24,52,16,12,1,1,0,0,0,0,1,0,2014,0-0,0-1,3.7,5.7,6.5,25,33
1,0,Away Team Win,1,2,37,63,26,6,4,4,4,13,13,3,5,7,6,20,17,68,83,18,48,13,12,0,1,0,0,0,0,2,1,2014,0-1,1-2,5.9,5.6,7,21,20
0,1,Home Team Win,6,0,59,41,18,9,5,11,3,23,9,3,1,7,4,15,26,80,72,31,17,12,7,0,1,0,0,0,0,0,6,2014,2-0,6-0,7.1,9.7,3.6,20,18
2,2,Tie,1,1,48,52,,1,8,3,4,8,15,4,3,6,4,20,15,79,86,13,24,13,11,4,3,0,0,0,0,1,1,2014,44562,1-1,4.5,6.4,6.7,9,10
1,0,Away Team Win,0,1,68,32,-36,6,2,9,3,23,8,8,3,6,1,19,12,91,80,9,18,7,10,0,1,0,0,0,0,1,0,2014,0-0,0-1,4.6,6.3,7.5,11,6
0,1,Home Team Win,6,1,36,64,-28,4,4,11,4,18,9,3,1,6,3,16,19,75,85,29,25,19,7,1,1,0,0,0,0,1,6,2014,44566,6-1,6.8,9.3,4.1,14,15
2,2,Tie,0,0,51,49,,5,4,3,0,13,11,5,7,8,9,25,21,63,59,37,33,14,15,4,1,0,0,0,0,0,0,2014,0-0,0-0,2.4,7.3,5.3,34,21
0,1,Home Team Win,2,1,47,53,-6,3,5,4,8,8,22,1,9,3,12,29,29,62,65,39,40,12,8,2,0,0,0,0,0,1,2,2014,0-1,2-1,5.8,6.7,6.8,23,26
0,1,Home Team Win,2,0,56,44,12,3,9,3,2,10,14,4,3,6,8,19,17,82,78,34,18,10,6,3,1,0,0,0,0,0,2,2014,0-0,2-0,4.2,6.8,6.1,16,18
2,2,Tie,0,0,46,54,,1,5,4,3,11,11,6,3,7,6,30,27,68,74,28,44,14,9,1,2,0,0,0,0,0,0,2014,0-0,0-0,2.7,5.8,6.8,16,28
1,0,Away Team Win,1,2,45,55,10,5,10,3,5,13,21,5,6,7,8,19,17,79,80,28,39,12,14,1,4,0,0,0,0,2,1,2014,0-0,1-2,6.4,5.6,7.4,14,17
1,0,Away Team Win,1,3,66,34,-32,10,6,3,6,18,15,5,3,4,5,22,21,86,73,29,26,10,17,2,3,0,0,0,0,3,1,2014,44562,1-3,7.3,5.1,7.3,15,15
1,0,Away Team Win,2,4,47,53,6,2,5,9,11,13,22,2,6,11,7,11,21,85,85,18,14,8,8,0,3,0,0,0,0,4,2,2014,44593,2-4,9.4,6.2,7.6,7,11
2,2,Tie,1,1,57,43,,3,2,4,3,12,5,5,0,5,5,17,24,82,78,26,22,16,8,1,0,0,0,0,0,1,1,2014,1-0,1-1,4.4,6.7,7.1,18,12
0,1,Home Team Win,3,0,40,60,-20,3,4,5,3,9,12,1,5,3,4,9,18,87,90,23,13,12,11,3,2,0,0,0,1,0,3,2014,1-0,3-0,5.7,8.2,4.7,3,5
0,1,Home Team Win,2,0,41,59,-18,9,2,4,1,17,4,4,1,2,3,25,23,75,81,15,31,9,9,2,1,0,0,0,0,0,2,2014,0-0,2-0,3.9,7.5,5.6,19,24
0,1,Home Team Win,4,1,64,36,28,4,6,13,5,24,14,7,3,7,3,4,13,90,79,13,14,6,7,1,0,0,0,0,0,1,4,2014,4-0,4-1,7.9,8.4,5,9,14
0,1,Home Team Win,6,1,45,55,-10,3,5,9,4,15,13,3,4,3,9,21,21,81,82,23,17,13,4,4,2,0,0,0,0,1,6,2014,5-0,6-1,7.2,9.3,3.7,14,17
0,1,Home Team Win,3,1,65,35,30,7,7,8,9,24,17,9,1,11,3,21,11,93,85,9,23,12,8,2,1,0,0,0,0,1,3,2014,44562,3-1,7.3,6.5,5.9,8,8
1,0,Away Team Win,0,1,40,60,20,6,4,1,3,9,16,2,9,3,5,19,21,74,83,20,21,12,8,1,2,0,0,0,0,1,0,2014,0-1,0-1,3,5.5,7.3,15,20
0,1,Home Team Win,5,1,46,54,-8,13,9,7,2,22,18,2,7,5,6,20,21,71,73,25,25,7,6,0,0,0,0,0,0,1,5,2014,2-0,5-1,6.1,8.5,4.5,30,22
0,1,Home Team Win,1,0,47,53,-6,2,1,7,2,13,5,4,2,7,3,29,28,77,78,23,33,22,13,3,0,0,0,0,0,0,1,2014,0-0,1-0,3.3,7.1,6,18,17
2,2,Tie,0,0,41,59,,5,3,6,1,16,7,5,3,8,1,18,17,72,81,9,39,12,15,2,2,0,0,0,1,0,0,2014,0-0,0-0,3.3,7,5.5,17,16
1,0,Away Team Win,0,1,63,37,-26,10,1,5,3,17,6,2,2,7,2,25,25,86,67,32,32,11,6,1,2,0,0,0,0,1,0,2014,0-1,0-1,3.5,5.9,6.4,22,24
0,1,Home Team Win,2,0,54,46,8,7,6,6,4,15,13,2,3,8,4,16,18,81,78,29,16,13,8,1,1,0,0,0,0,0,2,2014,1-0,2-0,5,7.5,5.9,18,10
0,1,Home Team Win,1,0,50,50,0,4,2,1,4,9,9,4,3,1,2,25,24,82,80,30,20,12,12,2,3,0,0,0,0,0,1,2015,1-0,1-0,3.1,6.8,6.4,8,11
2,2,Tie,2,2,67,33,,3,3,5,5,10,11,2,3,8,2,30,14,81,70,25,53,7,13,1,2,0,0,0,0,2,2,2015,0-1,2-2,7.4,6.1,6.9,20,29
1,0,Away Team Win,1,3,63,37,-26,9,2,6,7,17,11,2,2,1,4,23,19,83,74,26,34,14,20,1,0,0,0,0,0,3,1,2015,0-1,1-3,6.6,5.2,7.4,10,8
0,1,Home Team Win,4,2,44,56,-12,8,4,8,5,20,11,4,2,6,3,21,25,73,79,21,14,13,17,2,4,0,0,0,0,2,4,2015,3-0,4-2,7.8,6.6,4.9,16,25
1,0,Away Team Win,0,1,58,42,-16,7,2,2,3,11,7,2,2,6,3,30,19,85,79,16,39,13,13,3,4,0,0,0,0,1,0,2015,0-0,0-1,3.2,5.8,7.1,17,17
2,2,Tie,2,2,52,48,,5,2,3,10,11,17,3,5,4,8,24,22,80,81,14,29,15,16,1,3,0,0,1,0,2,2,2015,44563,2-2,8.5,5.2,7.2,14,21
2,2,Tie,2,2,56,44,,3,7,4,4,9,14,2,3,6,6,34,19,82,79,24,32,9,12,2,4,0,0,0,0,2,2,2015,44562,2-2,6.8,6.4,6.4,14,21
1,0,Away Team Win,0,2,62,38,-24,7,2,6,4,22,8,9,2,5,4,18,21,87,71,18,25,12,9,1,3,0,0,0,0,2,0,2015,0-1,0-2,4.7,6,7.1,32,19
1,0,Away Team Win,0,1,47,53,6,4,1,1,3,7,8,2,4,3,5,25,22,73,79,16,33,9,16,2,4,0,0,0,0,1,0,2015,0-0,0-1,3.1,6,6.8,16,21
1,0,Away Team Win,0,3,31,69,38,6,2,2,7,9,20,1,11,6,6,16,12,81,91,21,21,12,9,4,1,0,0,0,0,3,0,2015,0-2,0-3,5.4,5.3,8.2,6,12
1,0,Away Team Win,0,1,46,54,8,3,4,1,2,5,9,1,3,3,5,24,18,81,86,13,37,14,10,2,2,0,0,0,0,1,0,2015,0-1,0-1,2.8,6,7.4,12,12
1,0,Away Team Win,0,3,54,46,-8,9,2,4,4,17,10,4,4,9,9,23,14,85,80,19,32,11,10,4,2,0,0,0,0,3,0,2015,0-2,0-3,5.5,5.2,7.7,15,17
1,0,Away Team Win,1,3,44,56,12,3,4,2,6,6,18,1,8,6,6,20,33,69,79,20,34,7,7,1,2,0,0,0,0,3,1,2015,0-2,1-3,5.4,5.7,6.8,9,18
0,1,Home Team Win,2,0,66,34,32,6,2,6,2,19,4,7,0,4,4,26,19,92,78,18,18,11,8,2,2,0,1,0,0,0,2,2015,1-0,2-0,5,8,5.4,8,6
2,2,Tie,2,2,53,47,,2,6,7,7,13,15,4,2,4,3,35,21,81,82,17,15,15,11,2,2,0,0,0,0,2,2,2015,2-0,2-2,8.2,5.9,7,17,13
1,0,Away Team Win,1,2,70,30,-40,3,3,3,5,10,10,4,2,8,4,35,15,85,65,22,36,11,12,1,3,0,0,1,0,2,1,2015,0-2,1-2,5.7,5.3,6.8,25,20
2,2,Tie,0,0,64,36,,8,5,5,0,16,6,3,1,2,4,32,13,84,68,20,39,13,10,1,2,0,0,0,0,0,0,2015,0-0,0-0,2.4,6.8,6.4,18,26
