,Home Team Possession %,Away Team Possession %,Home Team Pass Success %,Away Team Pass Success %,Home Team On Target Shots,Away Team On Target Shots
11579,55,45,72,71,4,5
9940,43,57,70,79,6,2
601,52,48,81,74,2,2
8325,67,33,84,65,3,3
3024,43,57,80,85,6,6
8802,65,35,81,69,6,5
11109,62,38,86,74,6,4
10463,44,56,73,78,10,6
4881,69,31,88,71,12,3
1756,64,36,87,75,9,1
4960,57,43,85,79,3,4
7043,47,53,70,75,7,7
5290,41,59,75,83,5,7
11175,73,27,90,70,5,4
142,65,35,88,77,8,3
6813,60,40,89,82,6,3
1240,51,49,82,78,3,2
11919,44,56,75,81,2,3
492,58,42,81,71,5,2
8985,64,36,88,76,6,5
5716,65,35,90,83,8,2
9469,60,40,87,76,14,5
2267,51,49,87,87,4,6
6152,61,39,78,63,3,3
4217,32,68,75,89,3,6
2179,48,52,84,83,1,5
5392,61,39,81,64,4,1
3225,53,47,80,79,5,3
1640,72,28,93,76,13,4
11886,36,64,73,84,2,1
4405,54,46,76,77,6,3
3252,35,65,67,80,10,4
2032,57,43,87,82,9,4
4631,66,34,87,74,7,4
10774,62,38,81,72,3,2
3429,47,53,76,79,4,6
3012,64,36,81,66,2,3
184,69,31,85,73,4,5
4572,58,42,85,79,2,3
7400,30,70,78,87,5,5
7132,60,40,87,77,1,7
11906,66,34,91,84,6,6
6037,78,22,88,52,5,1
9543,52,48,72,74,5,1
7156,49,51,73,76,1,4
10450,47,53,74,68,6,3
7226,65,35,86,69,3,6
3986,59,41,82,77,2,6
6774,47,53,81,84,3,7
10552,38,62,65,82,0,3
4561,65,35,93,85,8,9
6474,55,45,81,78,2,4
475,40,60,73,83,3,9
577,70,30,85,61,7,4
2182,61,39,88,78,9,1
33,71,29,90,66,13,1
9068,34,66,77,86,3,1
11186,32,68,73,87,2,5
1510,60,40,85,79,2,2
3151,57,43,81,73,3,7
11215,43,57,71,77,5,3
11013,49,51,83,84,1,1
8997,71,29,91,74,8,4
2395,41,59,87,92,2,3
5199,64,36,83,64,8,1
6377,65,35,83,70,7,1
10776,59,41,83,72,6,4
3876,74,26,94,76,10,0
9948,54,46,84,86,10,3
8896,59,41,84,77,5,3
7015,57,43,88,84,3,6
2483,57,43,82,79,5,5
4318,59,41,86,72,7,1
1842,45,55,76,82,4,2
